% x,y position
% r,w radius and weight
% typ type of cell
% Tp persistence time
% rho density of radial actin filaments on cell body # / \mu m
% bi bound integrin within whole cell (to be gauged)
% cd cadherin on cell-cell contacts   (to be gauged)
% my myosin level                     (to be gauged)
% ps protrusivity, scales stochastic perturbation
%
% x       y      r     w     typ  Tp     rho   bi    cd     my    ps
-45.23,   0.29,  2.11, 2.11,  1,  116,   8.04, 2.18, 0.98,  0.98, 0.98
-37.18,   0.43,  2.30, 2.30,  1,  100,   8.22, 2.08, 1.00,  0.95, 1.05
-29.64,  -0.72,  2.94, 2.94,  1,  128,   7.43, 2.10, 1.01,  0.96, 0.97
-22.43,   0.85,  2.84, 2.84,  1,  121,   8.17, 2.06, 1.03,  0.95, 0.99
-14.78,   0.10,  2.88, 2.88,  1,  118,   8.04, 1.98, 0.98,  0.93, 1.02
 -7.26,  -0.27,  2.46, 2.46,  2,  117,   7.99, 0.20, 2.90,  1.05, 0.99
 -0.43,  -0.30,  2.52, 2.52,  1,  115,   8.04, 2.08, 0.92,  0.98, 1.00
  7.85,   0.28,  2.06, 2.06,  1,  139,   7.66, 2.02, 1.02,  0.97, 1.05
 14.69,   0.47,  2.84, 2.84,  1,  127,   7.73, 1.97, 0.97,  1.03, 1.06
 22.35,  -0.26,  1.70, 1.70,  1,  132,   8.51, 1.86, 0.94,  0.99, 0.99
 29.54,  -0.02,  2.40, 2.40,  1,  102,   8.19, 2.00, 0.94,  1.01, 1.05
 37.04,  -0.07,  2.33, 2.33,  1,  127,   7.72, 1.92, 1.03,  0.95, 0.99
 45.08,   0.01,  2.77, 2.77,  1,  130,   8.41, 2.02, 1.10,  1.05, 0.98
-40.70,   6.43,  3.14, 3.14,  2,  118,   8.27, 0.19, 2.73,  1.08, 0.98
-33.81,   6.67,  2.44, 2.44,  2,  133,   8.16, 0.20, 2.84,  0.93, 0.97
-26.09,   7.01,  2.64, 2.64,  2,   96,   7.39, 0.20, 2.99,  0.95, 0.94
-18.87,   6.80,  2.47, 2.47,  1,  115,   7.73, 2.00, 1.02,  0.98, 0.93
-11.19,   6.37,  2.58, 2.58,  1,  119,   8.13, 1.99, 0.90,  1.03, 1.09
 -3.60,   6.43,  2.58, 2.58,  1,  142,   8.17, 1.96, 0.99,  0.99, 0.99
  3.81,   5.61,  2.78, 2.78,  2,  129,   8.53, 0.20, 2.87,  1.02, 0.97
 11.04,   6.10,  1.85, 1.85,  2,  124,   7.92, 0.19, 2.82,  1.00, 1.02
 19.07,   6.60,  2.76, 2.76,  2,  135,   8.02, 0.21, 2.94,  0.95, 1.03
 26.66,   6.06,  2.04, 2.04,  1,  100,   7.85, 2.02, 0.99,  1.04, 0.96
 33.97,   6.65,  2.49, 2.49,  1,  127,   7.93, 2.02, 0.98,  0.98, 1.03
 40.86,   6.20,  2.90, 2.90,  1,  108,   8.36, 2.03, 1.03,  0.98, 1.01
-41.65,  -6.73,  3.01, 3.01,  2,  121,   7.84, 0.19, 3.07,  0.99, 0.97
-33.40,  -7.38,  2.48, 2.48,  1,  151,   7.84, 1.95, 1.03,  0.96, 0.98
-25.53,  -6.62,  3.42, 3.42,  1,  135,   7.98, 2.13, 1.10,  0.95, 1.01
-18.72,  -7.02,  2.32, 2.32,  2,  116,   8.45, 0.19, 2.83,  1.05, 1.03
-10.48,  -7.04,  2.87, 2.87,  1,  131,   8.48, 2.25, 0.95,  0.97, 0.99
 -3.56,  -6.68,  2.59, 2.59,  1,  112,   7.86, 2.15, 1.01,  0.97, 1.06
  4.18,  -6.51,  2.02, 2.02,  1,  119,   8.19, 2.04, 0.96,  1.03, 1.06
 11.19,  -6.27,  2.24, 2.24,  1,  130,   7.80, 2.04, 0.97,  0.93, 0.87
 19.30,  -6.07,  2.32, 2.32,  1,  125,   8.03, 2.03, 0.99,  1.07, 1.00
 26.94,  -6.56,  2.62, 2.62,  2,  101,   8.11, 0.20, 2.78,  0.99, 1.01
 34.21,  -6.87,  2.74, 2.74,  2,  126,   8.17, 0.20, 2.78,  0.88, 0.92
 40.61,  -6.69,  2.63, 2.63,  2,  127,   7.50, 0.20, 3.32,  1.02, 0.96
-36.95,  13.60,  2.46, 2.46,  1,  136,   7.85, 2.02, 0.98,  0.98, 0.92
-30.10,  13.55,  2.71, 2.71,  1,  113,   8.28, 2.01, 1.04,  0.97, 0.95
-23.42,  13.39,  2.33, 2.33,  1,  106,   7.24, 2.03, 1.02,  0.99, 1.10
-15.21,  12.66,  2.56, 2.56,  2,  110,   8.22, 0.21, 3.01,  0.99, 0.97
 -6.75,  13.14,  2.52, 2.52,  2,  120,   8.82, 0.19, 3.20,  1.00, 1.05
  0.08,  12.66,  2.23, 2.23,  1,   95,   7.75, 2.06, 1.01,  0.97, 1.03
  8.19,  12.79,  2.61, 2.61,  1,  135,   7.74, 2.02, 0.90,  1.00, 0.97
 14.83,  13.20,  2.21, 2.21,  2,  125,   7.81, 0.19, 2.97,  0.95, 0.98
 22.11,  12.75,  2.50, 2.50,  1,  143,   7.60, 1.95, 0.96,  0.98, 0.99
 29.76,  13.25,  2.39, 2.39,  1,  105,   7.63, 1.98, 1.03,  0.93, 0.96
 36.90,  12.98,  2.50, 2.50,  1,  106,   8.03, 1.94, 1.08,  0.99, 0.99
-37.27, -12.82,  1.58, 1.58,  2,  106,   8.67, 0.20, 2.97,  1.02, 1.00
-30.26, -12.63,  2.57, 2.57,  1,  133,   7.84, 1.89, 1.04,  1.01, 1.05
-22.80, -12.62,  2.38, 2.38,  1,  113,   7.90, 2.18, 1.09,  0.93, 0.95
-14.82, -12.71,  2.56, 2.56,  2,  124,   7.16, 0.19, 3.10,  0.97, 1.06
 -7.46, -13.11,  2.10, 2.10,  2,  107,   7.39, 0.19, 2.92,  1.01, 0.98
  0.13, -12.84,  2.55, 2.55,  2,  124,   7.59, 0.20, 2.99,  1.03, 1.06
  7.62, -13.10,  3.41, 3.41,  1,  116,   8.08, 2.18, 0.97,  1.06, 0.92
 14.74, -12.90,  2.96, 2.96,  1,  124,   7.84, 2.17, 1.12,  0.97, 1.04
 21.73, -12.82,  1.99, 1.99,  1,  118,   8.01, 2.01, 0.98,  0.90, 0.99
