% x,y position
% r,w radius and weight
% typ type of cell
% Tp persistence time
% rho density of radial actin filaments on cell body # / \mu m
% bi bound integrin within whole cell (to be gauged)
% cd cadherin on cell-cell contacts   (to be gauged)
% my myosin level                     (to be gauged)
% ps protrusivity, scales stochastic perturbation
%
% x     y    r     w    typ Tp    rho    bi     cd     my     ps
  5.5,  2.5, 1.20, 1.20, 1, 117,  8.04,  1.00,  1.00,  1.00,  1.00
 11.0,  2.9, 1.10, 1.10, 1, 122,  8.42,  1.00,  1.00,  1.00,  1.00
 15.0,  0.8, 1.20, 1.20, 1, 123,  8.17,  1.00,  1.00,  1.00,  1.00
 14.3,  5.5, 1.55, 1.55, 1, 115,  8.30,  1.00,  1.00,  1.00,  1.00
 13.8,  9.5, 1.40, 1.40, 1, 116,  8.43,  1.00,  1.00,  1.00,  1.00
 10.3,  7.9, 0.90, 0.90, 1, 124,  8.11,  1.00,  1.00,  1.00,  1.00
  7.5,  6.6, 1.00, 1.00, 1, 124,  8.03,  1.00,  1.00,  1.00,  1.00
  4.3,  7.3, 1.10, 1.10, 1, 123,  8.29,  1.00,  1.00,  1.00,  1.00
  1.2,  6.4, 1.30, 1.30, 1, 122,  7.43,  1.00,  1.00,  1.00,  1.00
  0.6,  1.2, 0.90, 0.90, 1, 119,  7.84,  1.00,  1.00,  1.00,  1.00
  2.8, -0.8, 0.95, 0.95, 1, 122,  8.25,  1.00,  1.00,  1.00,  1.00
  8.7, -1.4, 1.15, 1.15, 1, 124,  8.24,  1.00,  1.00,  1.00,  1.00
  1.2, 10.5, 1.20, 1.20, 1, 115,  8.49,  1.00,  1.00,  1.00,  1.00
  6.0, 11.0, 1.30, 1.30, 1, 115,  7.76,  1.00,  1.00,  1.00,  1.00
 11.0, 13.3, 1.70, 1.70, 1, 124,  7.78,  1.00,  1.00,  1.00,  1.00
 16.3, 15.1, 1.30, 1.30, 1, 124,  8.30,  1.00,  1.00,  1.00,  1.00
 12.6, 17.7, 1.25, 1.25, 1, 116,  8.47,  1.00,  1.00,  1.00,  1.00
  8.0, 17.8, 1.25, 1.25, 1, 122,  8.28,  1.00,  1.00,  1.00,  1.00
  7.2, 14.6, 0.90, 0.90, 1, 119,  8.21,  1.00,  1.00,  1.00,  1.00
  3.6, 14.7, 1.30, 1.30, 1, 116,  8.29,  1.00,  1.00,  1.00,  1.00
  0.0, 17.5, 1.25, 1.25, 1, 124,  7.87,  1.00,  1.00,  1.00,  1.00
 -1.3, 12.9, 1.30, 1.30, 1, 124,  7.35,  1.00,  1.00,  1.00,  1.00
 17.9, 10.5, 1.25, 1.25, 1, 124,  7.67,  1.00,  1.00,  1.00,  1.00
